"Video","Frame","Truth"
"FH508_02",4241,"Negative"
"FH508_02",4244,"Negative"
"FH508_02",4246,"Negative"
"FH508_02",4249,"Negative"
"FH508_02",4251,"Negative"
"FH508_02",4258,"Negative"
"FH508_02",4261,"Negative"
"FH508_02",4262,"Negative"
"FH508_02",4266,"Negative"
"FH508_02",4267,"Negative"
"FH508_02",4273,"Negative"
"FH508_02",4275,"Negative"
"FH508_02",4277,"Negative"
"FH508_02",4280,"Negative"
"FH508_02",4281,"Negative"
"FH508_02",4284,"Negative"
"FH508_02",4285,"Negative"
"FH508_02",4287,"Negative"
"FH508_02",4288,"Negative"
"FH508_02",4290,"Negative"
"FH508_02",4292,"Negative"
"FH508_02",4294,"Negative"
"FH508_02",4295,"Negative"
"FH508_02",4296,"Negative"
"FH508_02",4297,"Negative"
"FH508_02",4298,"Negative"
"FH508_02",4299,"Negative"
"FH508_02",4300,"Negative"
"FH508_02",4301,"Negative"
"FH508_02",4303,"Negative"
"FH508_02",4304,"Negative"
"FH508_02",4318,"Negative"
"FH508_02",4320,"Negative"
"FH508_02",4323,"Negative"
"FH508_02",4324,"Negative"
"FH508_02",4325,"Negative"
"FH508_02",4326,"Negative"
"FH508_02",4327,"Negative"
"FH508_02",4328,"Negative"
"FH508_02",4329,"Negative"
"FH508_02",4330,"Negative"
"FH508_02",4336,"Negative"
"FH508_02",4340,"Negative"
"FH508_02",4341,"Negative"
"FH508_02",4342,"Negative"
"FH508_02",4344,"Negative"
"FH508_02",4348,"Negative"
"FH508_02",4352,"Negative"
"FH508_02",4354,"Negative"
"FH508_02",4356,"Negative"
"FH508_02",4357,"Negative"
"FH508_02",4358,"Negative"
"FH508_02",4361,"Negative"
"FH508_02",4362,"Negative"
"FH508_02",4363,"Negative"
"FH508_02",4364,"Negative"
"FH508_02",4365,"Negative"
"FH508_02",4366,"Negative"
"FH508_02",4367,"Negative"
"FH508_02",4369,"Negative"
"FH508_02",4372,"Negative"
"FH508_02",4374,"Negative"
"FH508_02",4380,"Negative"
"FH508_02",4381,"Negative"
"FH508_02",4383,"Negative"
"FH508_02",4384,"Negative"
"FH508_02",4386,"Negative"
"FH508_02",4389,"Negative"
"FH508_02",4408,"Negative"
"FH508_02",4413,"Negative"
"FH508_02",4414,"Negative"
"FH508_02",4416,"Negative"
"FH508_02",4419,"Negative"
"FH508_02",4422,"Negative"
"FH508_02",4424,"Negative"
"FH508_02",4425,"Negative"
"FH508_02",4427,"Negative"
"FH508_02",4429,"Negative"
"FH508_02",4431,"Negative"
"FH508_02",4437,"Negative"
"FH508_02",4439,"Negative"
"FH508_02",4440,"Negative"
"FH508_02",4441,"Negative"
"FH508_02",4442,"Negative"
"FH508_02",4443,"Negative"
"FH508_02",4444,"Negative"
"FH508_02",4447,"Negative"
"FH508_02",4448,"Negative"
"FH508_02",4449,"Negative"
"FH508_02",4451,"Negative"
"FH508_02",4452,"Negative"
"FH508_02",4454,"Negative"
"FH508_02",4457,"Negative"
"FH508_02",4462,"Negative"
"FH508_02",4463,"Negative"
"FH508_02",4464,"Negative"
"FH508_02",4465,"Negative"
"FH508_02",4466,"Negative"
"FH508_02",4467,"Negative"
"FH508_02",4468,"Negative"
"FH508_02",4469,"Negative"
"FH508_02",4474,"Negative"
"FH508_02",4475,"Negative"
"FH508_02",4476,"Negative"
"FH508_02",4477,"Negative"
"FH508_02",4478,"Negative"
"FH508_02",4479,"Negative"
"FH508_02",4480,"Negative"
"FH508_02",4481,"Negative"
"FH508_02",4482,"Negative"
"FH508_02",4484,"Negative"
"FH508_02",4485,"Negative"
"FH508_02",4487,"Negative"
"FH508_02",4488,"Negative"
"FH508_02",4489,"Negative"
"FH508_02",4490,"Negative"
"FH508_02",4492,"Negative"
"FH508_02",4493,"Negative"
"FH508_02",4496,"Negative"
"FH508_02",4497,"Negative"
"FH508_02",4498,"Negative"
"FH508_02",4499,"Negative"
"FH508_02",4500,"Negative"
"FH508_02",4501,"Negative"
"FH508_02",4502,"Negative"
"FH508_02",4503,"Negative"
"FH508_02",4504,"Negative"
"FH508_02",4505,"Negative"
"FH508_02",4506,"Negative"
"FH508_02",4507,"Negative"
"FH508_02",4508,"Negative"
"FH508_02",4509,"Negative"
"FH508_02",4510,"Negative"
"FH508_02",4511,"Negative"
"FH508_02",4512,"Negative"
"FH508_02",4513,"Negative"
"FH508_02",4514,"Negative"
"FH508_02",4515,"Negative"
"FH508_02",4516,"Negative"
"FH508_02",4517,"Negative"
"FH508_02",4518,"Negative"
"FH508_02",4519,"Negative"
"FH508_02",4520,"Negative"
"FH508_02",4521,"Negative"
"FH508_02",4522,"Negative"
"FH508_02",4523,"Negative"
"FH508_02",4525,"Negative"
"FH508_02",4526,"Negative"
"FH508_02",4527,"Negative"
"FH508_02",4528,"Negative"
"FH508_02",4529,"Negative"
"FH508_02",4530,"Negative"
"FH508_02",4531,"Negative"
"FH508_02",4532,"Negative"
"FH508_02",4533,"Negative"
"FH508_02",4534,"Negative"
"FH508_02",4535,"Negative"
"FH508_02",4536,"Negative"
"FH508_02",4537,"Negative"
"FH508_02",4538,"Negative"
"FH508_02",4539,"Negative"
"FH508_02",4540,"Negative"
"FH508_02",4541,"Negative"
"FH508_02",4542,"Negative"
"FH508_02",4543,"Negative"
"FH508_02",4544,"Negative"
"FH508_02",4545,"Negative"
"FH508_02",4546,"Negative"
"FH508_02",4547,"Negative"
"FH508_02",4548,"Negative"
"FH508_02",4549,"Negative"
"FH508_02",4550,"Negative"
"FH508_02",4551,"Negative"
"FH508_02",4552,"Negative"
"FH508_02",4553,"Negative"
"FH508_02",4554,"Negative"
"FH508_02",4555,"Negative"
"FH508_02",4556,"Negative"
"FH508_02",4557,"Negative"
"FH508_02",4559,"Negative"
"FH508_02",4560,"Negative"
"FH508_02",4561,"Negative"
"FH508_02",4562,"Negative"
"FH508_02",4563,"Negative"
"FH508_02",4564,"Negative"
"FH508_02",4565,"Negative"
"FH508_02",4566,"Negative"
"FH508_02",4567,"Negative"
"FH508_02",4570,"Negative"
"FH508_02",4571,"Negative"
"FH508_02",4572,"Negative"
"FH508_02",4573,"Negative"
"FH508_02",4574,"Negative"
"FH508_02",4575,"Negative"
"FH508_02",4576,"Negative"
"FH508_02",4577,"Negative"
"FH508_02",4578,"Negative"
"FH508_02",4579,"Negative"
"FH508_02",4580,"Negative"
"FH508_02",4581,"Negative"
"FH508_02",4582,"Negative"
"FH508_02",4583,"Negative"
"FH508_02",4584,"Negative"
"FH508_02",4585,"Negative"
"FH508_02",4586,"Negative"
"FH508_02",4587,"Negative"
"FH508_02",4588,"Negative"
"FH508_02",4589,"Negative"
"FH508_02",4590,"Negative"
"FH508_02",4591,"Negative"
"FH508_02",4592,"Negative"
"FH508_02",4593,"Negative"
"FH508_02",4594,"Negative"
"FH508_02",4595,"Negative"
"FH508_02",4596,"Negative"
"FH508_02",4597,"Negative"
"FH508_02",4598,"Negative"
"FH508_02",4599,"Negative"
"FH508_02",4600,"Negative"
"FH508_02",4601,"Negative"
"FH508_02",4602,"Negative"
"FH508_02",4603,"Negative"
"FH508_02",4605,"Negative"
"FH508_02",4606,"Negative"
"FH508_02",4614,"Negative"
"FH508_02",4619,"Negative"
"FH508_02",4622,"Negative"
"FH508_02",4623,"Negative"
"FH508_02",4632,"Negative"
"FH508_02",4635,"Negative"
"FH508_02",4645,"Negative"
"FH508_02",4646,"Negative"
"FH508_02",4647,"Negative"
"FH508_02",4648,"Negative"
"FH508_02",4649,"Negative"
"FH508_02",4650,"Negative"
"FH508_02",4651,"Negative"
"FH508_02",4652,"Negative"
"FH508_02",4653,"Negative"
"FH508_02",4654,"Negative"
"FH508_02",4655,"Negative"
"FH508_02",4656,"Negative"
"FH508_02",4657,"Negative"
"FH508_02",4658,"Negative"
"FH508_02",4659,"Negative"
"FH508_02",4660,"Negative"
"FH508_02",4661,"Negative"
"FH508_02",4663,"Negative"
"FH508_02",4664,"Negative"
"FH508_02",4665,"Negative"
"FH508_02",4666,"Negative"
"FH508_02",4667,"Negative"
"FH508_02",4668,"Negative"
"FH508_02",4669,"Negative"
"FH508_02",4670,"Negative"
"FH508_02",4671,"Negative"
"FH508_02",4672,"Negative"
"FH508_02",4673,"Negative"
"FH508_02",4674,"Negative"
"FH508_02",4675,"Negative"
"FH508_02",4676,"Negative"
"FH508_02",4677,"Negative"
"FH508_02",4678,"Negative"
"FH508_02",4679,"Negative"
"FH508_02",4682,"Negative"
"FH508_02",4683,"Negative"
"FH508_02",4684,"Negative"
"FH508_02",4685,"Negative"
"FH508_02",4686,"Negative"
"FH508_02",4687,"Negative"
"FH508_02",4688,"Negative"
"FH508_02",4689,"Negative"
"FH508_02",4690,"Negative"
"FH508_02",4691,"Negative"
"FH508_02",4692,"Negative"
"FH508_02",4693,"Negative"
"FH508_02",4694,"Negative"
"FH508_02",4695,"Negative"
"FH508_02",4696,"Negative"
"FH508_02",4699,"Negative"
"FH508_02",4701,"Negative"
"FH508_02",4704,"Negative"
"FH508_02",4705,"Negative"
"FH508_02",4718,"Negative"
"FH508_02",4725,"Negative"
"FH508_02",4730,"Negative"
"FH508_02",4732,"Negative"
"FH508_02",4736,"Negative"
"FH508_02",4737,"Negative"
"FH508_02",4739,"Negative"
"FH508_02",4750,"Negative"
"FH508_02",4753,"Negative"
"FH508_02",4756,"Negative"
"FH508_02",4759,"Negative"
"FH508_02",4760,"Negative"
"FH508_02",4761,"Negative"
"FH508_02",4762,"Negative"
"FH508_02",4763,"Negative"
"FH508_02",4764,"Negative"
"FH508_02",4765,"Negative"
"FH508_02",4766,"Negative"
"FH508_02",4767,"Negative"
"FH508_02",4769,"Negative"
"FH508_02",4770,"Negative"
"FH508_02",4776,"Negative"
"FH508_02",4790,"Negative"
"FH508_02",4793,"Negative"
"FH508_02",4810,"Negative"
"FH508_02",4816,"Negative"
"FH508_02",4818,"Negative"
"FH508_02",4820,"Negative"
"FH508_02",4829,"Negative"
"FH508_02",4832,"Negative"
"FH508_02",4834,"Negative"
"FH508_02",4836,"Negative"
"FH508_02",4838,"Negative"
"FH508_02",4840,"Negative"
"FH508_02",4843,"Negative"
"FH508_02",4849,"Negative"
"FH508_02",4853,"Negative"
"FH508_02",4859,"Negative"
"FH508_02",4861,"Negative"
"FH508_02",4862,"Negative"
"FH508_02",4864,"Negative"
"FH508_02",4866,"Negative"
"FH508_02",4867,"Negative"
"FH508_02",4868,"Negative"
"FH508_02",4870,"Negative"
"FH508_02",4877,"Negative"
"FH508_02",4878,"Negative"
"FH508_02",4879,"Negative"
"FH508_02",4880,"Negative"
"FH508_02",4881,"Negative"
"FH508_02",4883,"Negative"
"FH508_02",4885,"Negative"
"FH508_02",4886,"Negative"
"FH508_02",4887,"Negative"
"FH508_02",4888,"Negative"
"FH508_02",4889,"Negative"
"FH508_02",4894,"Negative"
"FH508_02",4900,"Negative"
"FH508_02",4901,"Negative"
"FH508_02",4905,"Negative"
"FH508_02",4933,"Negative"
"FH508_02",4935,"Negative"
"FH508_02",4939,"Negative"
"FH508_02",4941,"Negative"
"FH508_02",4942,"Negative"
"FH508_02",4947,"Negative"
"FH508_02",4949,"Negative"
"FH508_02",4951,"Negative"
"FH508_02",4952,"Negative"
"FH508_02",4953,"Negative"
"FH508_02",4954,"Negative"
"FH508_02",4955,"Negative"
"FH508_02",4956,"Negative"
"FH508_02",4957,"Negative"
"FH508_02",4961,"Negative"
"FH508_02",4966,"Negative"
"FH508_02",4968,"Negative"
"FH508_02",4969,"Negative"
"FH508_02",4977,"Negative"
"FH508_02",4978,"Negative"
"FH508_02",4981,"Negative"
"FH508_02",4982,"Negative"
"FH508_02",4983,"Negative"
"FH508_02",4984,"Negative"
"FH508_02",4985,"Negative"
"FH508_02",4986,"Negative"
"FH508_02",4987,"Negative"
"FH508_02",4990,"Negative"
"FH508_02",4991,"Negative"
"FH508_02",5001,"Negative"
"FH508_02",5003,"Negative"
"FH508_02",5007,"Negative"
"FH508_02",5009,"Negative"
"FH508_02",5010,"Negative"
"FH508_02",5014,"Negative"
"FH508_02",5018,"Negative"
"FH508_02",5021,"Negative"
"FH508_02",5023,"Negative"
"FH508_02",5024,"Negative"
"FH508_02",5029,"Negative"
"FH508_02",5031,"Negative"
"FH508_02",5032,"Negative"
"FH508_02",5034,"Negative"
"FH508_02",5035,"Negative"
"FH508_02",5036,"Negative"
"FH508_02",5037,"Negative"
"FH508_02",5038,"Negative"
"FH508_02",5044,"Negative"
"FH508_02",5047,"Negative"
"FH508_02",5048,"Negative"
"FH508_02",5049,"Negative"
"FH508_02",5050,"Negative"
"FH508_02",5054,"Negative"
"FH508_02",5056,"Negative"
"FH508_02",5057,"Negative"
"FH508_02",5059,"Negative"
"FH508_02",5062,"Negative"
"FH508_02",5063,"Negative"
"FH508_02",5074,"Negative"
"FH508_02",5075,"Negative"
"FH508_02",5076,"Negative"
"FH508_02",5078,"Negative"
"FH508_02",5080,"Negative"
"FH508_02",5081,"Negative"
"FH508_02",5082,"Negative"
"FH508_02",5083,"Negative"
"FH508_02",5084,"Negative"
"FH508_02",5085,"Negative"
"FH508_02",5086,"Negative"
"FH508_02",5087,"Negative"
"FH508_02",5088,"Negative"
"FH508_02",5089,"Negative"
"FH508_02",5090,"Negative"
"FH508_02",5091,"Negative"
"FH508_02",5098,"Negative"
"FH508_02",5125,"Negative"
"FH508_02",5127,"Negative"
"FH508_02",5128,"Negative"
"FH508_02",5132,"Negative"
"FH508_02",5133,"Negative"
"FH508_02",5134,"Negative"
"FH508_02",5135,"Negative"
"FH508_02",5137,"Negative"
"FH508_02",5138,"Negative"
"FH508_02",5140,"Negative"
"FH508_02",5143,"Negative"
"FH508_02",5144,"Negative"
"FH508_02",5145,"Negative"
"FH508_02",5148,"Negative"
"FH508_02",5166,"Negative"
"FH508_02",5181,"Negative"
"FH508_02",5187,"Negative"
"FH508_02",5194,"Negative"
"FH508_02",5195,"Negative"
"FH508_02",5196,"Negative"
"FH508_02",5197,"Negative"
"FH508_02",5198,"Negative"
"FH508_02",5199,"Negative"
"FH508_02",5200,"Negative"
"FH508_02",5203,"Negative"
"FH508_02",5216,"Negative"
"FH508_02",5219,"Negative"
"FH508_02",5224,"Negative"
"FH508_02",5230,"Negative"
"FH508_02",5243,"Negative"
"FH508_02",5257,"Negative"
"FH508_02",5292,"Negative"
"FH508_02",5311,"Negative"
"FH508_02",5369,"Negative"
"FH508_02",5390,"Negative"
"FH508_02",5405,"Negative"
"FH508_02",5406,"Negative"
"FH508_02",5472,"Negative"
"FH508_02",5523,"Negative"
"FH508_02",5593,"Negative"
"FH508_02",5618,"Negative"
"FH508_02",5642,"Negative"
"FH508_02",5643,"Negative"
"FH508_02",5656,"Negative"
"FH508_02",5657,"Negative"
"FH508_02",5664,"Negative"
"FH508_02",5665,"Negative"
"FH508_02",5670,"Negative"
"FH508_02",5672,"Negative"
"FH508_02",5673,"Negative"
"FH508_02",5675,"Negative"
"FH508_02",5677,"Negative"
"FH508_02",5691,"Negative"
"FH508_02",5695,"Negative"
"FH508_02",5702,"Negative"
"FH508_02",5703,"Negative"
"FH508_02",5704,"Negative"
"FH508_02",5713,"Negative"
"FH508_02",5721,"Negative"
"FH508_02",5723,"Negative"
"FH508_02",5724,"Negative"
"FH508_02",5725,"Negative"
"FH508_02",5729,"Negative"
"FH508_02",5733,"Negative"
"FH508_02",5735,"Negative"
"FH508_02",5736,"Negative"
"FH508_02",5739,"Negative"
"FH508_02",5741,"Negative"
"FH508_02",5745,"Negative"
"FH508_02",5748,"Negative"
"FH508_02",5753,"Negative"
"FH508_02",5769,"Negative"
"FH508_02",5770,"Negative"
"FH508_02",5779,"Negative"
"FH508_02",5781,"Negative"
"FH508_02",5782,"Negative"
"FH508_02",5788,"Negative"
"FH508_02",5790,"Negative"
"FH508_02",5809,"Negative"
"FH508_02",5812,"Negative"
"FH508_02",5817,"Negative"
"FH508_02",5825,"Negative"
"FH508_02",5826,"Negative"
"FH508_02",5833,"Negative"
"FH508_02",5837,"Negative"
"FH508_02",5838,"Negative"
"FH508_02",5839,"Negative"
"FH508_02",5841,"Negative"
"FH508_02",5842,"Negative"
"FH508_02",5844,"Negative"
"FH508_02",5845,"Negative"
"FH508_02",5852,"Negative"
"FH508_02",5853,"Negative"
"FH508_02",5858,"Negative"
"FH508_02",5861,"Negative"
"FH508_02",5863,"Negative"
"FH508_02",5866,"Negative"
"FH508_02",5869,"Negative"
"FH508_02",5871,"Negative"
"FH508_02",5872,"Negative"
"FH508_02",5888,"Negative"
"FH508_02",5889,"Negative"
"FH508_02",5891,"Negative"
"FH508_02",5892,"Negative"
"FH508_02",5893,"Negative"
"FH508_02",5905,"Negative"
"FH508_02",5911,"Negative"
"FH508_02",5924,"Negative"
"FH508_02",5926,"Negative"
"FH508_02",5940,"Negative"
"FH508_02",5955,"Negative"
"FH508_02",5956,"Negative"
"FH508_02",5962,"Negative"
"FH508_02",5965,"Negative"
"FH508_02",5970,"Negative"
"FH508_02",5971,"Negative"
"FH508_02",5973,"Negative"
"FH508_02",5975,"Negative"
"FH508_02",5976,"Negative"
"FH508_02",5982,"Negative"
"FH508_02",5983,"Negative"
"FH508_02",5984,"Negative"
"FH508_02",5986,"Negative"
"FH508_02",5988,"Negative"
"FH508_02",5990,"Negative"
"FH508_02",5991,"Negative"
"FH508_02",5992,"Negative"
"FH508_02",5993,"Negative"
"FH508_02",5994,"Negative"
"FH508_02",5995,"Negative"
"FH508_02",5996,"Negative"
"FH508_02",6002,"Negative"
"FH508_02",6003,"Negative"
"FH508_02",6004,"Negative"
"FH508_02",6005,"Negative"
"FH508_02",6008,"Negative"
"FH508_02",6013,"Negative"
"FH508_02",6031,"Negative"
"FH508_02",6033,"Negative"
"FH508_02",6034,"Negative"
"FH508_02",6046,"Negative"
"FH508_02",6048,"Negative"
"FH508_02",6049,"Negative"
"FH508_02",6050,"Negative"
"FH508_02",6052,"Negative"
"FH508_02",6053,"Negative"
"FH508_02",6055,"Negative"
"FH508_02",6056,"Negative"
"FH508_02",6057,"Negative"
"FH508_02",6058,"Negative"
"FH508_02",6060,"Negative"
"FH508_02",6061,"Negative"
"FH508_02",6064,"Negative"
"FH508_02",6067,"Negative"
"FH508_02",6076,"Negative"
"FH508_02",6125,"Negative"
"FH508_02",6126,"Negative"
"FH508_02",6136,"Negative"
"FH508_02",6174,"Negative"
"FH508_02",6200,"Negative"
"FH508_02",6241,"Negative"
"FH508_02",6253,"Negative"
"FH508_02",6277,"Negative"
"FH508_02",6280,"Negative"
"FH508_02",6295,"Negative"
"FH508_02",6301,"Negative"
"FH508_02",6316,"Negative"
"FH508_02",6333,"Negative"
"FH508_02",6363,"Negative"
"FH508_02",6381,"Negative"
"FH508_02",6383,"Negative"
"FH508_02",6384,"Negative"
"FH508_02",6396,"Negative"
"FH508_02",6397,"Negative"
"FH508_02",6400,"Negative"
"FH508_02",6444,"Negative"
"FH508_02",6445,"Negative"
"FH508_02",6458,"Negative"
"FH508_02",6474,"Negative"
"FH508_02",6480,"Negative"
"FH508_02",6481,"Negative"
"FH508_02",6483,"Negative"
"FH508_02",6490,"Negative"
"FH508_02",6491,"Negative"
"FH508_02",6495,"Negative"
"FH508_02",6498,"Negative"
"FH508_02",6500,"Negative"
"FH508_02",6517,"Negative"
"FH508_02",6518,"Negative"
"FH508_02",6519,"Negative"
"FH508_02",6522,"Negative"
"FH508_02",6527,"Negative"
"FH508_02",6528,"Negative"
"FH508_02",6533,"Negative"
"FH508_02",6534,"Negative"
"FH508_02",6535,"Negative"
"FH508_02",6537,"Negative"
"FH508_02",6540,"Negative"
"FH508_02",6544,"Negative"
"FH508_02",6545,"Negative"
"FH508_02",6546,"Negative"
"FH508_02",6548,"Negative"
"FH508_02",6549,"Negative"
"FH508_02",6553,"Negative"
"FH508_02",6560,"Negative"
"FH508_02",6565,"Negative"
"FH508_02",6566,"Negative"
"FH508_02",6570,"Negative"
"FH508_02",6571,"Negative"
"FH508_02",6575,"Negative"
"FH508_02",6576,"Negative"
"FH508_02",6577,"Negative"
"FH508_02",6579,"Negative"
"FH508_02",6592,"Negative"
"FH508_02",6593,"Negative"
"FH508_02",6596,"Negative"
"FH508_02",6597,"Negative"
"FH508_02",6600,"Negative"
"FH508_02",6602,"Negative"
"FH508_02",6605,"Negative"
"FH508_02",6609,"Negative"
"FH508_02",6620,"Negative"
"FH508_02",6623,"Negative"
"FH508_02",6626,"Negative"
"FH508_02",6635,"Negative"
"FH508_02",6645,"Negative"
"FH508_02",6656,"Negative"
"FH508_02",6685,"Negative"
"FH508_02",6687,"Negative"
"FH508_02",6692,"Negative"
"FH508_02",6697,"Negative"
"FH508_02",6699,"Negative"
"FH508_02",6704,"Negative"
"FH508_02",6708,"Negative"
"FH508_02",6710,"Negative"
"FH508_02",6712,"Negative"
"FH508_02",6714,"Negative"
"FH508_02",6716,"Negative"
"FH508_02",6718,"Negative"
"FH508_02",6721,"Negative"
"FH508_02",6722,"Negative"
"FH508_02",6726,"Negative"
"FH508_02",6736,"Negative"
"FH508_02",6746,"Negative"
"FH508_02",6782,"Negative"
"FH508_02",6784,"Negative"
"FH508_02",6791,"Negative"
"FH508_02",6809,"Negative"
"FH508_02",6811,"Negative"
"FH508_02",6825,"Negative"
"FH508_02",6826,"Negative"
"FH508_02",6835,"Negative"
"FH508_02",6849,"Negative"
"FH508_02",6850,"Negative"
"FH508_02",6857,"Negative"
"FH508_02",6869,"Negative"
"FH508_02",6878,"Negative"
"FH508_02",6893,"Negative"
"FH508_02",6894,"Negative"
"FH508_02",6895,"Negative"
"FH508_02",6903,"Negative"
"FH508_02",6905,"Negative"
"FH508_02",6906,"Negative"
"FH508_02",6908,"Negative"
"FH508_02",6909,"Negative"
"FH508_02",6915,"Negative"
"FH508_02",6916,"Negative"
"FH508_02",6918,"Negative"
"FH508_02",6920,"Negative"
"FH508_02",6923,"Negative"
"FH508_02",6932,"Negative"
"FH508_02",6933,"Negative"
"FH508_02",6939,"Negative"
"FH508_02",6940,"Negative"
"FH508_02",6941,"Negative"
"FH508_02",6946,"Negative"
"FH508_02",6955,"Negative"
"FH508_02",6963,"Negative"
"FH508_02",6967,"Negative"
"FH508_02",6968,"Negative"
"FH508_02",6969,"Negative"
"FH508_02",6976,"Negative"
"FH508_02",6977,"Negative"
"FH508_02",6978,"Negative"
"FH508_02",6987,"Negative"
"FH508_02",6988,"Negative"
"FH508_02",6990,"Negative"
"FH508_02",6991,"Negative"
"FH508_02",6995,"Negative"
"FH508_02",6997,"Negative"
"FH508_02",7007,"Negative"
"FH508_02",7011,"Negative"
"FH508_02",7012,"Negative"
"FH508_02",7013,"Negative"
"FH508_02",7021,"Negative"
"FH508_02",7030,"Negative"
"FH508_02",7036,"Negative"
"FH508_02",7049,"Negative"
"FH508_02",7052,"Negative"
"FH508_02",7064,"Negative"
"FH508_02",7074,"Negative"
"FH508_02",7080,"Negative"
"FH508_02",7081,"Negative"
"FH508_02",7084,"Negative"
"FH508_02",7086,"Negative"
"FH508_02",7087,"Negative"
"FH508_02",7090,"Negative"
"FH508_02",7093,"Negative"
"FH508_02",7095,"Negative"
"FH508_02",7096,"Negative"
"FH508_02",7110,"Negative"
"FH508_02",7113,"Negative"
"FH508_02",7114,"Negative"
"FH508_02",7115,"Negative"
"FH508_02",7116,"Negative"
"FH508_02",7117,"Negative"
"FH508_02",7118,"Negative"
"FH508_02",7120,"Negative"
"FH508_02",7121,"Negative"
"FH508_02",7123,"Negative"
"FH508_02",7125,"Negative"
"FH508_02",7126,"Negative"
"FH508_02",7127,"Negative"
"FH508_02",7129,"Negative"
"FH508_02",7130,"Negative"
"FH508_02",7131,"Negative"
"FH508_02",7132,"Negative"
"FH508_02",7134,"Negative"
"FH508_02",7135,"Negative"
"FH508_02",7137,"Negative"
"FH508_02",7141,"Negative"
"FH508_02",7143,"Negative"
"FH508_02",7144,"Negative"
"FH508_02",7147,"Negative"
"FH508_02",7150,"Negative"
"FH508_02",7153,"Negative"
"FH508_02",7155,"Negative"
"FH508_02",7159,"Negative"
"FH508_02",7161,"Negative"
"FH508_02",7162,"Negative"
"FH508_02",7170,"Negative"
"FH508_02",7173,"Negative"
"FH508_02",7180,"Negative"
"FH508_02",7182,"Negative"
"FH508_02",7183,"Negative"
"FH508_02",7184,"Negative"
"FH508_02",7186,"Negative"
"FH508_02",7187,"Negative"
"FH508_02",7188,"Negative"
"FH508_02",7192,"Negative"
"FH508_02",7193,"Negative"
"FH508_02",7196,"Negative"
"FH508_02",7198,"Negative"
"FH508_02",7199,"Negative"
"FH508_02",7201,"Negative"
"FH508_02",7202,"Negative"
"FH508_02",7204,"Negative"
"FH508_02",7207,"Negative"
"FH508_02",7217,"Negative"
"FH508_02",7220,"Negative"
"FH508_02",7221,"Negative"
"FH508_02",7222,"Negative"
"FH508_02",7223,"Negative"
"FH508_02",7224,"Negative"
"FH508_02",7227,"Negative"
"FH508_02",7229,"Negative"
"FH508_02",7230,"Negative"
"FH508_02",7231,"Negative"
"FH508_02",7232,"Negative"
"FH508_02",7233,"Negative"
"FH508_02",7234,"Negative"
"FH508_02",7236,"Negative"
"FH508_02",7237,"Negative"
"FH508_02",7240,"Negative"
"FH508_02",7248,"Negative"
"FH508_02",7250,"Negative"
"FH508_02",7251,"Negative"
"FH508_02",7253,"Negative"
"FH508_02",7255,"Negative"
"FH508_02",7256,"Negative"
"FH508_02",7259,"Negative"
"FH508_02",7260,"Negative"
"FH508_02",7261,"Negative"
"FH508_02",7262,"Negative"
"FH508_02",7264,"Negative"
"FH508_02",7265,"Negative"
"FH508_02",7266,"Negative"
"FH508_02",7267,"Negative"
"FH508_02",7268,"Negative"
"FH508_02",7269,"Negative"
"FH508_02",7271,"Negative"
"FH508_02",7272,"Negative"
"FH508_02",7273,"Negative"
"FH508_02",7274,"Negative"
"FH508_02",7275,"Negative"
"FH508_02",7276,"Negative"
"FH508_02",7277,"Negative"
"FH508_02",7281,"Negative"
"FH508_02",7286,"Negative"
"FH508_02",7289,"Negative"
"FH508_02",7290,"Negative"
"FH508_02",7293,"Negative"
"FH508_02",7294,"Negative"
"FH508_02",7295,"Negative"
"FH508_02",7296,"Negative"
"FH508_02",7297,"Negative"
"FH508_02",7299,"Negative"
"FH508_02",7300,"Negative"
"FH508_02",7301,"Negative"
"FH508_02",7302,"Negative"
"FH508_02",7304,"Negative"
"FH508_02",7306,"Negative"
"FH508_02",7307,"Negative"
"FH508_02",7309,"Negative"
"FH508_02",7310,"Negative"
"FH508_02",7312,"Negative"
"FH508_02",7314,"Negative"
"FH508_02",7315,"Negative"
"FH508_02",7316,"Negative"
"FH508_02",7317,"Negative"
"FH508_02",7318,"Negative"
"FH508_02",7319,"Negative"
"FH508_02",7320,"Negative"
"FH508_02",7322,"Negative"
"FH508_02",7327,"Negative"
"FH508_02",7328,"Negative"
"FH508_02",7329,"Negative"
"FH508_02",7330,"Negative"
"FH508_02",7331,"Negative"
"FH508_02",7332,"Negative"
"FH508_02",7333,"Negative"
"FH508_02",7334,"Negative"
"FH508_02",7335,"Negative"
"FH508_02",7336,"Negative"
"FH508_02",7337,"Negative"
"FH508_02",7339,"Negative"
"FH508_02",7341,"Negative"
"FH508_02",7342,"Negative"
"FH508_02",7343,"Negative"
"FH508_02",7344,"Negative"
"FH508_02",7352,"Negative"
"FH508_02",7353,"Negative"
"FH508_02",7355,"Negative"
"FH508_02",7357,"Negative"
"FH508_02",7363,"Negative"
"FH508_02",7364,"Negative"
"FH508_02",7365,"Negative"
"FH508_02",7367,"Negative"
"FH508_02",7370,"Negative"
"FH508_02",7371,"Negative"
"FH508_02",7372,"Negative"
"FH508_02",7375,"Negative"
"FH508_02",7377,"Negative"
"FH508_02",7378,"Negative"
"FH508_02",7379,"Negative"
"FH508_02",7381,"Negative"
